time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-07-30T14:43:56.820Z,19.4081669,-155.2904968,1.24,3.01,ml,45,30,0.009105,0.27,hv,hv70498182,2018-10-16T15:34:09.040Z,"7 km WSW of Volcano, Hawaii",earthquake,0.24,0.15,3.15,33,automatic,hv,hv
2018-07-30T14:43:40.520Z,19.4036674,-155.2630005,0.82,3.02,ml,25,61,0.006109,0.19,hv,hv70498177,2018-07-30T14:49:35.430Z,"5 km SW of Volcano, Hawaii",earthquake,0.21,0.21,3.13,34,automatic,hv,hv
2018-07-30T08:03:03.210Z,19.3508333,-155.1226667,7.38,4.07,ml,44,125,0.03395,0.1,hv,hv70496917,2018-10-16T15:34:09.040Z,"12 km S of Fern Forest, Hawaii",earthquake,0.34,0.41,0.197,55,reviewed,hv,hv
2018-07-29T22:10:25.570Z,19.4063333,-155.2823333,1.29,5.3,mw,39,24,0.01139,0.12,hv,hv70495012,2018-11-01T01:31:30.280Z,"6 km SW of Volcano, Hawaii",volcanic eruption,0.16,0.12,,22,reviewed,hv,hv
2018-07-29T22:07:22.430Z,19.3911667,-155.2743333,-0.26,3.65,ml,20,44,0.00423,0.11,hv,hv70495007,2018-10-09T16:43:26.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.12,0.19,0.167,24,reviewed,hv,hv
2018-07-29T22:05:57.350Z,19.42,-155.275,0.8,3.86,ml,17,44,0.005325,0.12,hv,hv70494992,2018-07-30T10:34:30.533Z,"4 km WSW of Volcano, Hawaii",earthquake,0.17,0.1,0.206,25,reviewed,hv,hv
2018-07-29T22:05:52.420Z,19.412,-155.2643333,0.41,3.71,ml,22,72,0.004207,0.08,hv,hv70494987,2018-10-09T16:43:26.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.13,0.238,21,reviewed,hv,hv
2018-07-29T22:04:46.540Z,19.395,-155.286,0.1,3.13,ml,25,47,0.009037,0.12,hv,hv70494997,2018-10-09T16:43:26.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.13,0.15,0.168,45,reviewed,hv,hv
2018-07-29T20:58:41.800Z,19.4008331,-155.2661591,0.25,3.01,ml,49,35,0.00258,0.23,hv,hv70494832,2018-07-29T21:04:21.210Z,"5 km SW of Volcano, Hawaii",earthquake,0.24,0.2,3.56,36,automatic,hv,hv
2018-07-29T20:02:18.540Z,19.4,-155.2723333,1.47,3.39,ml,28,45,0.004771,0.1,hv,hv70494657,2019-01-30T02:29:09.257Z,"6 km SW of Volcano, Hawaii",earthquake,0.22,0.19,0.109,12,reviewed,hv,hv
2018-07-29T19:06:32.730Z,19.3924999,-155.2664948,0.01,3.31,ml,20,84,0.005729,0.23,hv,hv70494477,2018-07-29T19:12:10.970Z,"6 km SSW of Volcano, Hawaii",earthquake,0.24,0.19,0.43,14,automatic,hv,hv
2018-07-29T19:04:01.600Z,19.4156667,-155.2588333,0.34,3.03,ml,30,103,0.003695,0.13,hv,hv70494462,2019-05-31T20:21:59.330Z,"3 km SW of Volcano, Hawaii",earthquake,0.14,0.09,0.206,37,reviewed,hv,hv
2018-07-29T17:44:26.800Z,19.4238338,-155.2683258,0.29,3.27,ml,50,37,0.003284,0.17,hv,hv70494207,2018-10-09T16:43:26.040Z,"4 km WSW of Volcano, Hawaii",earthquake,0.22,0.13,3.35,36,automatic,hv,hv
2018-07-29T17:15:11.460Z,19.4043331,-155.2798309,0.24,3.21,ml,46,30,0.01066,0.36,hv,hv70494132,2018-10-09T16:43:26.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.22,0.27,2.85,32,automatic,hv,hv
2018-07-29T17:11:13.940Z,19.4165,-155.277,0.83,3.4,ml,26,51,0.006797,0.08,hv,hv70494122,2021-07-14T21:11:15.982Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.1,0.148,45,reviewed,hv,hv
2018-07-29T17:02:29.770Z,19.4128333,-155.2628333,0.22,3.2,ml,39,36,0.002887,0.1,hv,hv70494107,2019-03-09T01:53:27.770Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.12,0.149,41,reviewed,hv,hv
2018-07-29T16:50:20.020Z,19.4095,-155.2846667,0.32,3.38,ml,48,20,0.008137,0.11,hv,hv70494062,2018-10-09T16:43:26.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.11,0.1,0.177,48,reviewed,hv,hv
2018-07-29T16:44:14.800Z,19.3913326,-155.2595062,-0.34,3.11,ml,30,56,0.00923,0.32,hv,hv70494042,2018-10-09T16:43:26.040Z,"6 km SSW of Volcano, Hawaii",earthquake,0.27,0.33,0.49,22,automatic,hv,hv
2018-07-29T16:41:46.400Z,19.4041667,-155.2896667,1.13,3.14,ml,57,33,0.01006,0.13,hv,hv70494037,2019-06-06T01:57:06.430Z,"7 km SW of Volcano, Hawaii",earthquake,0.14,0.13,0.165,44,reviewed,hv,hv
2018-07-29T15:59:59.000Z,19.398,-155.2803333,-0.73,3.27,ml,34,33,0.006836,0.16,hv,hv70493892,2018-10-09T16:43:26.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.12,0.15,0.182,28,reviewed,hv,hv
2018-07-29T15:37:00.920Z,19.4115009,-155.2494965,1.62,3.36,ml,13,127,0.009815,0.3,hv,hv70493827,2018-07-30T01:07:45.991Z,"3 km SSW of Volcano, Hawaii",earthquake,0.72,0.75,0.45,16,automatic,hv,hv
2018-07-29T15:35:22.280Z,19.4006667,-155.2736667,1.22,3.61,ml,25,47,0.005271,0.11,hv,hv70493822,2018-10-09T16:43:26.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.13,0.213,23,reviewed,hv,hv
2018-07-29T15:34:51.160Z,19.3991667,-155.2728333,0.24,3.36,ml,32,45,0.003855,0.09,hv,hv70493817,2019-01-31T00:20:18.110Z,"6 km SW of Volcano, Hawaii",earthquake,0.11,0.11,0.249,22,reviewed,hv,hv
2018-07-29T15:32:51.320Z,19.4128333,-155.2616667,0.23,3.12,ml,46,36,0.001845,0.12,hv,hv70493807,2019-01-30T20:06:43.492Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.09,0.197,42,reviewed,hv,hv
2018-07-29T14:49:25.550Z,19.3951664,-155.2653351,-0.12,3.12,ml,26,63,0.003129,0.28,hv,hv70493647,2018-10-09T16:43:26.040Z,"6 km SSW of Volcano, Hawaii",earthquake,0.27,0.33,2.37,20,automatic,hv,hv
2018-07-29T13:57:45.080Z,19.4173336,-155.2553406,0.75,3.2,ml,28,62,0.006751,0.24,hv,hv70493467,2018-10-09T16:43:26.040Z,"3 km SW of Volcano, Hawaii",earthquake,0.3,0.31,2.37,18,automatic,hv,hv
2018-07-29T13:56:05.130Z,19.3991666666667,-155.2745,1.33,3.09,ml,32,46,,0.1,hv,hv70493462,2022-04-05T21:05:08.160Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.1,0.154031377729859,15,reviewed,hv,hv
2018-07-29T13:48:46.280Z,19.4136658,-155.2646637,0.43,3.28,ml,48,36,0.004783,0.25,hv,hv70493437,2018-10-09T16:43:26.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.26,0.19,3.29,38,automatic,hv,hv
2018-07-29T12:25:50.690Z,19.4178333,-155.2731667,0.63,3.31,ml,26,49,0.008053,0.1,hv,hv70493182,2019-01-31T01:05:26.888Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.11,0.156,16,reviewed,hv,hv
2018-07-29T12:21:59.390Z,19.4023342,-155.27034,0.78,3.07,ml,23,80,0.005754,0.31,hv,hv70493162,2018-10-09T16:43:26.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.32,0.2,4.78,7,automatic,hv,hv
2018-07-29T12:17:33.000Z,19.4204998,-155.2681732,0.68,3.05,ml,25,65,0.00656,0.27,hv,hv70493142,2018-07-29T12:23:13.710Z,"4 km SW of Volcano, Hawaii",earthquake,0.28,0.19,3.09,35,automatic,hv,hv
2018-07-29T11:49:35.890Z,19.4078331,-155.2901611,1.87,3.22,ml,32,51,0.009369,0.25,hv,hv70493057,2018-07-29T19:15:23.017Z,"7 km WSW of Volcano, Hawaii",earthquake,0.33,0.27,3.28,37,automatic,hv,hv
2018-07-29T11:24:50.580Z,19.3283329,-155.1625061,2.18,3.04,ml,28,95,0.05125,0.23,hv,hv70492967,2018-07-29T11:30:35.590Z,"14 km SSE of Volcano, Hawaii",earthquake,0.44,0.93,2.61,29,automatic,hv,hv
2018-07-29T10:52:23.490Z,19.4223328,-155.2698364,0.5,3.12,ml,21,49,0.00514,0.15,hv,hv70492842,2018-07-29T10:59:33.190Z,"Island of Hawaii, Hawaii",earthquake,0.19,0.15,0.37,17,automatic,hv,hv
2018-07-29T10:47:36.420Z,19.4058342,-155.2593384,0.5,3.24,ml,23,70,0.006241,0.26,hv,hv70492822,2018-07-29T10:53:15.350Z,"4 km SSW of Volcano, Hawaii",earthquake,0.28,0.26,3.33,37,automatic,hv,hv
2018-07-29T10:44:27.170Z,19.3983326,-155.2648315,0.15,3.03,ml,50,35,0.001137,0.18,hv,hv70492797,2018-07-29T10:50:09.400Z,"5 km SSW of Volcano, Hawaii",earthquake,0.21,0.15,3.48,35,automatic,hv,hv
2018-07-29T09:51:56.640Z,19.3951664,-155.2873383,-1.09,3.03,ml,44,39,0.008116,0.35,hv,hv70492622,2018-07-29T09:57:36.210Z,"7 km SW of Volcano, Hawaii",earthquake,0.18,0.24,2.83,32,automatic,hv,hv
2018-07-29T08:31:07.350Z,19.4076667,-155.2868333,1.35,3.26,ml,46,24,0.01027,0.11,hv,hv70492367,2019-07-10T03:33:37.500Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.1,0.153,19,reviewed,hv,hv
2018-07-29T08:26:12.070Z,19.3805008,-155.2783356,1.1,3.04,ml,33,47,0.006795,0.37,hv,hv70492347,2018-07-29T08:31:52.920Z,"8 km SW of Volcano, Hawaii",earthquake,0.42,0.49,2.13,23,automatic,hv,hv
2018-07-29T07:30:25.510Z,19.4166667,-155.2706667,0.48,3.16,ml,34,40,0.01036,0.1,hv,hv70492177,2019-01-30T21:12:25.530Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.11,0.184,26,reviewed,hv,hv
2018-07-29T07:28:08.030Z,19.4195,-155.2765,1,3.29,ml,54,32,0.005331,0.1,hv,hv70492172,2018-10-09T16:43:25.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.15,0.1,0.166,44,reviewed,hv,hv
2018-07-29T06:31:43.270Z,19.3973331,-155.2696686,-0.32,3.13,ml,28,39,0.00355,0.3,hv,hv70492007,2018-07-29T14:34:14.959Z,"6 km SW of Volcano, Hawaii",earthquake,0.21,0.17,0.44,16,automatic,hv,hv
2018-07-29T05:24:52.830Z,19.4171658,-155.2658386,0.23,3.27,ml,52,39,0.007449,0.29,hv,hv70491787,2018-10-09T16:43:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.24,0.17,3.36,36,automatic,hv,hv
2018-07-29T05:21:45.680Z,19.3963337,-155.2640076,-0.18,3.11,ml,21,62,0.002694,0.31,hv,hv70491782,2018-10-09T16:43:25.040Z,"6 km SSW of Volcano, Hawaii",earthquake,0.26,0.29,0.43,16,automatic,hv,hv
2018-07-29T02:24:02.950Z,19.4071667,-155.2873333,1.27,3.06,ml,24,45,0.01088,0.1,hv,hv70491147,2019-06-21T19:23:17.950Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.16,0.17,45,reviewed,hv,hv
2018-07-29T02:16:26.480Z,19.4134998,-155.2623291,0.49,3.33,ml,49,47,0.002708,0.23,hv,hv70491137,2018-10-09T16:43:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.27,0.19,3.28,38,automatic,hv,hv
2018-07-29T02:16:05.140Z,19.3966675,-155.2613373,0.38,3.26,ml,15,96,0.0047,0.17,hv,hv70491132,2018-07-29T02:21:45.220Z,"5 km SSW of Volcano, Hawaii",earthquake,0.32,0.25,3.1,35,automatic,hv,hv
2018-07-28T12:37:25.390Z,19.3968333,-155.2718333,0.21,5.3,mw,37,40,0.002246,0.1,hv,hv70488497,2022-05-03T19:25:00.878Z,"6 km SW of Volcano, Hawaii",volcanic eruption,0.1,0.1,,21,reviewed,hv,hv
2018-07-28T12:36:17.800Z,19.4076667,-155.2856667,1.32,3.37,ml,25,46,0.01005,0.09,hv,hv70488492,2018-10-09T16:43:25.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.13,0.184,49,reviewed,hv,hv
2018-07-28T12:20:49.210Z,19.3903332,-155.2801666,0.98,3.1,ml,26,61,0.007938,0.24,hv,hv70488432,2018-07-28T20:23:42.709Z,"7 km SW of Volcano, Hawaii",earthquake,0.25,0.27,0.45,16,automatic,hv,hv
2018-07-28T12:19:06.210Z,19.3965,-155.2715,0.19,3.13,ml,27,37,,0.11,hv,hv70488427,2022-07-07T21:38:22.860Z,"6 km SW of Volcano, Hawaii",earthquake,0.12,0.14,0.161867787442418,12,reviewed,hv,hv
2018-07-28T12:18:15.690Z,19.3938332,-155.2559967,0.2,3.1,ml,25,44,0.009388,0.36,hv,hv70488422,2018-07-28T12:23:54.870Z,"5 km SSW of Volcano, Hawaii",earthquake,0.44,0.34,2.75,13,automatic,hv,hv
2018-07-28T11:22:18.870Z,19.4126663,-155.2716675,0.53,3.16,ml,48,41,0.01114,0.28,hv,hv70488277,2018-10-09T16:43:25.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.23,0.16,3.28,38,automatic,hv,hv
2018-07-28T10:04:24.950Z,19.4066666666667,-155.288166666667,1.13,3.05,ml,42,28,,0.1,hv,hv70488017,2022-04-22T19:55:54.060Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.11,0.146547893696655,15,reviewed,hv,hv
2018-07-28T09:51:57.080Z,19.4161667,-155.2755,0.42,3.31,ml,37,41,0.008249,0.12,hv,hv70487992,2018-10-09T16:43:25.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.146,39,reviewed,hv,hv
2018-07-28T09:46:02.260Z,19.3988333,-155.2751667,0.98,3.04,ml,24,65,0.003735,0.12,hv,hv70487957,2018-10-09T16:43:25.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.15,0.131,11,reviewed,hv,hv
2018-07-28T09:45:00.880Z,19.4056664,-155.2725067,1.95,3.02,ml,47,23,0.009586,0.25,hv,hv70487952,2018-10-09T16:43:25.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.31,0.27,3.08,35,automatic,hv,hv
2018-07-28T08:05:14.250Z,19.3934994,-155.2628326,-0.68,3.09,ml,24,62,0.005602,0.23,hv,hv70487607,2018-08-25T07:03:31.339Z,"6 km SSW of Volcano, Hawaii",earthquake,0.19,0.2,0.47,16,automatic,hv,hv
2018-07-28T08:01:51.000Z,19.4111667,-155.2635,0.52,3.03,ml,25,63,0.00354,0.08,hv,hv70487597,2018-10-09T16:43:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.144,46,reviewed,hv,hv
2018-07-28T06:28:30.800Z,19.4095,-155.2698333,-0.64,3.61,ml,27,43,0.009743,0.14,hv,hv70487292,2018-10-09T16:43:25.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.1,0.15,0.211,21,reviewed,hv,hv
2018-07-28T06:27:38.160Z,19.3945,-155.2783333,0.22,3.18,ml,37,46,0.004511,0.11,hv,hv70487287,2019-02-02T01:04:04.504Z,"7 km SW of Volcano, Hawaii",earthquake,0.12,0.1,0.17,45,reviewed,hv,hv
2018-07-28T04:42:40.910Z,19.4185,-155.2665,-0.78,3.06,ml,27,55,0.006921,0.13,hv,hv70486962,2019-02-02T01:31:02.580Z,"4 km SW of Volcano, Hawaii",earthquake,0.1,0.14,0.184,44,reviewed,hv,hv
2018-07-28T03:17:58.730Z,19.4101667,-155.2826667,0.43,3.26,ml,26,53,0.007577,0.1,hv,hv70486692,2018-10-09T16:43:25.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.11,0.152,51,reviewed,hv,hv
2018-07-28T03:02:42.920Z,19.417,-155.2783333,0.26,3.42,ml,23,56,0.00548,0.12,hv,hv70486652,2018-10-09T16:43:25.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.12,0.12,0.108,28,reviewed,hv,hv
2018-07-28T01:11:18.430Z,19.4131667,-155.2646667,0.42,3.09,ml,23,78,0.004647,0.11,hv,hv70486312,2018-10-09T16:43:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.11,0.075,22,reviewed,hv,hv
2018-07-28T01:10:13.180Z,19.3988333,-155.2771667,0.6,3.63,ml,30,39,0.00479,0.09,hv,hv70486307,2018-10-09T16:43:25.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.13,0.2,23,reviewed,hv,hv
2018-07-28T01:08:43.000Z,19.4066667,-155.2903333,1.02,3.27,ml,26,43,0.009129,0.1,hv,hv70486302,2018-10-09T16:43:25.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.15,0.12,0.188,40,reviewed,hv,hv
2018-07-28T00:53:51.100Z,19.3961666666667,-155.265333333333,0.03,3.41,ml,26,44,,0.12,hv,hv70486257,2022-04-11T22:09:45.650Z,"6 km SSW of Volcano, Hawaii",earthquake,0.19,0.12,0.162318527738454,12,reviewed,hv,hv
2018-07-28T00:52:57.710Z,19.4101667,-155.2691667,0.76,3.53,ml,34,39,0.008974,0.08,hv,hv70486252,2019-01-31T02:50:27.026Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.14,0.122,17,reviewed,hv,hv
2018-07-27T23:10:22.080Z,19.3991666666667,-155.267,0.33,3.09,ml,28,51,,0.11,hv,hv70485957,2022-06-10T18:30:15.720Z,"Island of Hawaii, Hawaii",earthquake,0.13,0.14,0.170442627569398,14,reviewed,hv,hv
2018-07-27T23:00:53.410Z,19.4088333,-155.261,0.46,3.37,ml,25,78,0.003406,0.11,hv,hv70485937,2018-10-09T16:43:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.165,24,reviewed,hv,hv
2018-07-27T22:59:17.860Z,19.416,-155.2775,0.87,3.44,ml,27,53,0.006442,0.07,hv,hv70485932,2018-10-09T16:43:25.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.09,0.158,49,reviewed,hv,hv
2018-07-27T22:30:42.570Z,19.4200001,-155.2578278,0.5,3.03,ml,20,67,0.004214,0.19,hv,hv70485837,2018-07-28T06:33:17.984Z,"3 km SW of Volcano, Hawaii",earthquake,0.31,0.19,0.5,21,automatic,hv,hv
2018-07-27T22:09:33.980Z,19.4204998,-155.2765045,0.87,3.07,ml,47,39,0.004358,0.2,hv,hv70485782,2018-10-09T16:43:25.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.25,0.15,3.13,34,automatic,hv,hv
2018-07-27T21:43:21.440Z,19.3956661,-155.280838,-0.59,3,ml,45,30,0.006798,0.32,hv,hv70485702,2018-07-27T21:49:01.190Z,"7 km SW of Volcano, Hawaii",earthquake,0.16,0.19,2.76,34,automatic,hv,hv
2018-07-27T21:35:39.310Z,19.4130001,-155.2741699,0.51,3.25,ml,41,34,0.01045,0.18,hv,hv70485677,2018-10-09T16:43:25.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.17,0.11,3.46,27,automatic,hv,hv
2018-07-27T21:28:21.670Z,19.3937,-155.2806,5,3.1,ml,,40,0.026,0.48,us,us2000gfkp,2018-10-09T16:43:25.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.9,1.4,0.056,42,reviewed,us,us
2018-07-27T21:28:04.720Z,19.413166,-155.2733307,0.57,3.26,ml,20,45,0.0111,0.21,hv,hv70485652,2018-07-27T22:08:38.051Z,"5 km SW of Volcano, Hawaii",earthquake,0.23,0.23,3.36,36,automatic,hv,hv
2018-07-27T20:49:09.100Z,19.4028333,-155.2621667,0.13,3,ml,35,45,0.005846,0.11,hv,hv70485542,2019-07-11T23:11:38.520Z,"5 km SW of Volcano, Hawaii",earthquake,0.11,0.11,0.226,18,reviewed,hv,hv
2018-07-27T20:47:28.000Z,19.3969994,-155.2701721,0.23,3.08,ml,50,35,0.003656,0.33,hv,hv70485537,2018-10-09T16:43:25.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.26,0.2,3.2,33,automatic,hv,hv
2018-07-27T20:41:22.790Z,19.4168333,-155.2685,0.31,3.12,ml,20,62,0.009409,0.1,hv,hv70485507,2019-10-22T00:41:45.840Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.17,0.129,11,reviewed,hv,hv
2018-07-27T20:02:52.790Z,19.4151666666667,-155.272333333333,0.2,3.08,ml,21,50,,0.12,hv,hv70485377,2022-05-06T00:00:13.450Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.17,0.0955462216336418,11,reviewed,hv,hv
2018-07-27T20:01:42.040Z,19.3948326,-155.2628326,0.2,3.06,ml,43,47,0.004541,0.23,hv,hv70485372,2018-07-27T20:07:23.690Z,"6 km SSW of Volcano, Hawaii",earthquake,0.21,0.15,3.1,35,automatic,hv,hv
2018-07-27T20:01:34.760Z,19.3916664,-155.2664948,0.32,3.11,ml,19,61,0.006556,0.16,hv,hv70485367,2018-07-27T20:07:14.360Z,"6 km SSW of Volcano, Hawaii",earthquake,0.24,0.2,3.11,35,automatic,hv,hv
2018-07-27T20:01:14.680Z,19.4231663,-155.2825012,0.97,3.06,ml,13,126,0.004906,0.14,hv,hv70485362,2018-07-27T20:06:52.820Z,"5 km WSW of Volcano, Hawaii",earthquake,0.78,0.17,2.88,32,automatic,hv,hv
2018-07-27T19:25:02.780Z,19.390667,-155.2709961,0.13,3.02,ml,17,59,0.005302,0.16,hv,hv70485207,2018-07-27T19:30:45.640Z,"6 km SW of Volcano, Hawaii",earthquake,0.26,0.17,0.41,15,automatic,hv,hv
2018-07-27T18:40:32.990Z,19.3981667,-155.2611694,0.11,3.36,ml,19,71,0.004591,0.21,hv,hv70485052,2018-10-09T16:43:24.040Z,"5 km SSW of Volcano, Hawaii",earthquake,0.19,0.18,0.47,17,automatic,hv,hv
2018-07-27T18:38:41.560Z,19.3978333,-155.274,0.36,3.25,ml,24,44,0.002475,0.12,hv,hv70485047,2019-10-21T22:04:10.350Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.15,0.247,25,reviewed,hv,hv
2018-07-27T18:21:42.430Z,19.3913326,-155.2766724,-0.31,3.03,ml,46,43,0.004929,0.24,hv,hv70484977,2018-07-27T18:27:22.370Z,"7 km SW of Volcano, Hawaii",earthquake,0.18,0.21,2.78,33,automatic,hv,hv
2018-07-27T17:39:55.210Z,19.3880005,-155.2649994,0.25,3.02,ml,32,34,0.01023,0.36,hv,hv70484842,2018-07-28T02:03:01.288Z,"6 km SSW of Volcano, Hawaii",earthquake,0.25,0.22,2.05,24,automatic,hv,hv
2018-07-27T17:29:40.080Z,19.1916667,-155.4978333,35.55,3.76,ml,25,70,0.02547,0.11,hv,hv70484807,2018-10-09T16:43:25.040Z,"2 km WSW of P?hala, Hawaii",earthquake,0.62,0.81,0.179,9,reviewed,hv,hv
2018-07-27T16:46:02.840Z,19.3945007,-155.2651672,-0.11,3.17,ml,28,44,0.00381,0.35,hv,hv70484657,2018-08-18T14:03:29.560Z,"6 km SSW of Volcano, Hawaii",earthquake,0.27,0.22,0.43,17,automatic,hv,hv
2018-07-27T16:42:49.130Z,19.4085,-155.2868333,1.09,3.13,ml,56,23,0.009473,0.13,hv,hv70484642,2018-10-09T16:43:24.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.09,0.194,42,reviewed,hv,hv
2018-07-27T15:26:31.020Z,19.4125,-155.2656667,0.35,3.6,ml,25,70,0.00548,0.09,hv,hv70484402,2019-06-21T19:16:03.689Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.09,0.157,25,reviewed,hv,hv
2018-07-27T13:05:02.290Z,19.4018326,-155.2915039,0.85,3.03,ml,52,36,0.009332,0.39,hv,hv70483897,2018-10-09T16:43:24.040Z,"Island of Hawaii, Hawaii",earthquake,0.32,0.27,3.05,35,automatic,hv,hv
2018-07-27T08:50:34.570Z,19.4134998,-155.2883301,-0.8,3.28,ml,22,56,0.01511,0.34,hv,hv70483112,2018-07-27T08:56:19.720Z,"6 km WSW of Volcano, Hawaii",earthquake,0.61,0.39,3.37,35,automatic,hv,hv
2018-07-26T22:09:11.280Z,19.3976667,-155.2693333,0.18,5.3,mw,38,49,0.003168,0.13,hv,hv70481092,2022-05-03T19:24:52.979Z,"6 km SW of Volcano, Hawaii",volcanic eruption,0.16,0.1,,20,reviewed,hv,hv
2018-07-26T22:05:13.230Z,19.3331661,-155.0908356,4.45,3.2,ml,21,179,0.05162,0.2,hv,hv70481082,2018-07-27T06:07:53.062Z,"15 km SSE of Fern Forest, Hawaii",earthquake,0.63,0.98,0.69,17,automatic,hv,hv
2018-07-26T21:43:25.300Z,19.413,-155.2653333,0.62,3.27,ml,21,76,0.005229,0.05,hv,hv70481012,2018-10-09T16:43:24.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.2,0.19,0.169,47,reviewed,hv,hv
2018-07-26T20:01:24.570Z,19.4013329,-155.2638397,0.11,3.03,ml,43,36,0.003706,0.35,hv,hv70480667,2018-07-27T04:04:01.371Z,"5 km SW of Volcano, Hawaii",earthquake,0.21,0.18,2.8,33,automatic,hv,hv
2018-07-26T19:43:04.620Z,19.3973333,-155.285,0.2,3.06,ml,25,42,0.0109,0.11,hv,hv70480607,2019-06-21T19:06:56.840Z,"7 km SW of Volcano, Hawaii",earthquake,0.12,0.14,0.166,18,reviewed,hv,hv
2018-07-26T19:41:41.340Z,19.4058333333333,-155.286333333333,1.56,3,ml,43,27,,0.11,hv,hv70480602,2022-03-29T19:17:25.250Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.11,0.179661337189326,42,reviewed,hv,hv
2018-07-26T18:56:48.930Z,19.4156667,-155.2631667,0.24,3.52,ml,31,67,0.004725,0.12,hv,hv70480422,2018-10-09T16:43:24.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.1,0.175,51,reviewed,hv,hv
2018-07-26T18:56:34.350Z,19.403,-155.272,1.6,3.47,ml,24,46,0.007358,0.09,hv,hv70480417,2018-10-09T16:43:24.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.2,0.22,0.145,18,reviewed,hv,hv
2018-07-26T18:55:45.650Z,19.3931675,-155.2695007,-0.27,3.05,ml,28,56,0.004481,0.25,hv,hv70480412,2018-10-09T16:43:24.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.19,0.24,2.99,28,automatic,hv,hv
2018-07-26T18:55:30.730Z,19.4051666,-155.2658386,0.27,3.08,ml,21,44,0.006891,0.19,hv,hv70480407,2018-07-27T00:33:26.127Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.18,2.6,26,automatic,hv,hv
2018-07-26T18:45:59.760Z,19.4158333,-155.2703333,0.5,3.31,ml,18,59,0.01055,0.12,hv,hv70570052,2018-08-30T23:58:22.720Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.2,0.14,7,reviewed,hv,hv
2018-07-26T18:45:58.040Z,19.4168333,-155.271,0.66,3.15,ml,22,40,0.01004,0.1,hv,hv70480387,2018-10-09T16:43:24.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.15,0.153,47,reviewed,hv,hv
2018-07-26T17:32:58.950Z,19.3916667,-155.278,-0.16,3.17,ml,37,42,0.00552,0.13,hv,hv70480087,2018-10-09T16:43:24.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.12,0.15,0.18,46,reviewed,hv,hv
